x,sin_x,cos_x,s_pos,c_pos
0.87,0.764328937025505,0.644826547240001,TRUE,TRUE
0.88,0.770738878898969,0.63715114419858,TRUE,TRUE
0.89,0.777071747526824,0.629412026573697,TRUE,TRUE
0.9,0.783326909627483,0.621609968270664,TRUE,TRUE
0.91,0.789503739689951,0.613745749488812,TRUE,TRUE
0.92,0.795601620036366,0.605820156643463,TRUE,TRUE
0.93,0.801619940883777,0.597833982287298,TRUE,TRUE
0.94,0.807558100405114,0.589788025031098,TRUE,TRUE
0.95,0.813415504789374,0.581683089463883,TRUE,TRUE
0.96,0.819191568300998,0.573519986072457,TRUE,TRUE
0.97,0.82488571333845,0.565299531160354,TRUE,TRUE
0.98,0.83049737049197,0.557022546766217,TRUE,TRUE
0.99,0.836025978600521,0.548689860581588,TRUE,TRUE
1,0.841470984807896,0.54030230586814,TRUE,TRUE
1.01,0.846831844618015,0.531860721374355,TRUE,TRUE
1.02,0.852108021949363,0.52336595125165,TRUE,TRUE
1.03,0.857298989188603,0.514818844969955,TRUE,TRUE
1.04,0.862404227243338,0.506220257232778,TRUE,TRUE
1.05,0.867423225594017,0.497571047891727,TRUE,TRUE
1.06,0.872355482344986,0.488872081860527,TRUE,TRUE
1.07,0.877200504274682,0.480124229028534,TRUE,TRUE
1.08,0.881957806884948,0.47132836417374,TRUE,TRUE
1.09,0.886626914449487,0.462485366875301,TRUE,TRUE
1.1,0.891207360061435,0.453596121425577,TRUE,TRUE
1.11,0.895698685680048,0.444661516741707,TRUE,TRUE
1.12,0.900100442176505,0.435682446276712,TRUE,TRUE
1.13,0.904412189378826,0.426659807930157,TRUE,TRUE
1.14,0.908633496115883,0.417594503958358,TRUE,TRUE
1.15,0.912763940260521,0.408487440884157,TRUE,TRUE
1.16,0.916803108771767,0.399339529406273,TRUE,TRUE
1.17,0.920750597736136,0.39015168430823,TRUE,TRUE
1.18,0.92460601240802,0.380924824366882,TRUE,TRUE
1.19,0.928368967249167,0.371659872260533,TRUE,TRUE
1.2,0.932039085967226,0.362357754476674,TRUE,TRUE
1.21,0.935616001553386,0.35301940121933,TRUE,TRUE
1.22,0.939099356319068,0.343645746316047,TRUE,TRUE
1.23,0.942488801931697,0.334237727124503,TRUE,TRUE
1.24,0.945783999449539,0.324796284438776,TRUE,TRUE
1.25,0.948984619355586,0.315322362395269,TRUE,TRUE
1.26,0.952090341590516,0.305816908378289,TRUE,TRUE
1.27,0.955100855584692,0.296280872925319,TRUE,TRUE
1.28,0.958015860289225,0.286715209631955,TRUE,TRUE
1.29,0.960835064206073,0.277120875056558,TRUE,TRUE
1.3,0.963558185417193,0.267498828624587,TRUE,TRUE
1.31,0.966184951612734,0.25785003253267,TRUE,TRUE
1.32,0.968715100118265,0.248175451652373,TRUE,TRUE
1.33,0.971148377921045,0.238476053433723,TRUE,TRUE
1.34,0.973484541695319,0.228752807808459,TRUE,TRUE
1.35,0.975723357826659,0.219006687093041,TRUE,TRUE
1.36,0.977864602435316,0.209238665891419,TRUE,TRUE
1.37,0.979908061398614,0.199449720997573,TRUE,TRUE
1.38,0.98185353037236,0.189640831297834,TRUE,TRUE
1.39,0.983700814811277,0.179812977672999,TRUE,TRUE
1.4,0.98544972998846,0.169967142900241,TRUE,TRUE
1.41,0.98710010101385,0.160104311554831,TRUE,TRUE
1.42,0.98865176285172,0.150225469911686,TRUE,TRUE
1.43,0.990104560337178,0.140331605846737,TRUE,TRUE
1.44,0.991458348191686,0.130423708738146,TRUE,TRUE
1.45,0.992712991037588,0.120502769367367,TRUE,TRUE
1.46,0.993868363411645,0.11056977982007,TRUE,TRUE
1.47,0.994924349777581,0.100625733386932,TRUE,TRUE
1.48,0.99588084453764,0.09067162446431,TRUE,TRUE
1.49,0.996737752043143,0.080708448454801,TRUE,TRUE
1.5,0.997494986604055,0.070737201667703,TRUE,TRUE
1.51,0.998152472497548,0.060758881219386,TRUE,TRUE
1.52,0.998710143975583,0.050774484933579,TRUE,TRUE
1.53,0.999167945271476,0.040785011241591,TRUE,TRUE
1.54,0.999525830605479,0.030791459082466,TRUE,TRUE
1.55,0.999783764189357,0.020794827803093,TRUE,TRUE
1.56,0.999941720229966,0.010796117058267,TRUE,TRUE
1.57,0.999999682931835,0.000796326710733,TRUE,TRUE
1.58,0.99995764649874,-0.009203543268808,TRUE,FALSE
1.59,0.999815615134291,-0.019202492901693,TRUE,FALSE
1.6,0.999573603041505,-0.029199522301289,TRUE,FALSE
1.61,0.99923163442139,-0.039193631772988,TRUE,FALSE
1.62,0.998789743470524,-0.049183821914171,TRUE,FALSE
1.63,0.998247974377632,-0.059169093714148,TRUE,FALSE
1.64,0.997606381319174,-0.069148448654062,TRUE,FALSE
1.65,0.996865028453919,-0.079120888806734,TRUE,FALSE
1.66,0.996023989916537,-0.089085416936459,TRUE,FALSE
1.67,0.99508334981018,-0.099041036598728,TRUE,FALSE
1.68,0.994043202198076,-0.108986752239871,TRUE,FALSE
1.69,0.992903651094118,-0.118921569296612,TRUE,FALSE
1.7,0.991664810452468,-0.128844494295525,TRUE,FALSE
1.71,0.990326804156158,-0.138754534952378,TRUE,FALSE
1.72,0.988889766004701,-0.148650700271364,TRUE,FALSE
1.73,0.987353839700716,-0.158532000644198,TRUE,FALSE
1.74,0.985719178835553,-0.168397447949077,TRUE,FALSE
1.75,0.983985946873937,-0.178246055649492,TRUE,FALSE
1.76,0.982154317137618,-0.18807683889288,TRUE,FALSE
1.77,0.980224472788045,-0.197888814609109,TRUE,FALSE
1.78,0.978196606808045,-0.207681001608784,TRUE,FALSE
1.79,0.976070921982524,-0.217452420681365,TRUE,FALSE
1.8,0.973847630878195,-0.227202094693087,TRUE,FALSE
1.81,0.971526955822315,-0.236929048684675,TRUE,FALSE
1.82,0.969109128880456,-0.246632309968834,TRUE,FALSE
1.83,0.966594391833297,-0.256310908227523,TRUE,FALSE
1.84,0.963982996152448,-0.26596387560898,TRUE,FALSE
1.85,0.9612752029753,-0.275590246824513,TRUE,FALSE
1.86,0.958471283078914,-0.285189059245021,TRUE,FALSE
1.87,0.955571516852944,-0.294759352997261,TRUE,FALSE
1.88,0.952576194271595,-0.304300171059833,TRUE,FALSE
1.89,0.94948561486463,-0.313810559358882,TRUE,FALSE
1.9,0.946300087687414,-0.323289566863504,TRUE,FALSE
1.91,0.94301993129001,-0.332736245680845,TRUE,FALSE
1.92,0.939645473685325,-0.342149651150898,TRUE,FALSE
1.93,0.936177052316306,-0.35152884194096,TRUE,FALSE
1.94,0.932615014022201,-0.360872880139767,TRUE,FALSE
1.95,0.928959715003869,-0.370180831351287,TRUE,FALSE
1.96,0.925211520788168,-0.379451764788154,TRUE,FALSE
1.97,0.921370806191395,-0.388684753364752,TRUE,FALSE
1.98,0.91743795528181,-0.397878873789916,TRUE,FALSE
1.99,0.913413361341225,-0.407033206659265,TRUE,FALSE
2,0.909297426825682,-0.416146836547142,TRUE,FALSE
2.01,0.905090563325201,-0.425218852098152,TRUE,FALSE
2.02,0.900793191522627,-0.4342483461183,TRUE,FALSE
2.03,0.89640574115156,-0.443234415665709,TRUE,FALSE
2.04,0.89192865095338,-0.452176162140912,TRUE,FALSE
2.05,0.887362368633375,-0.461072691376713,TRUE,FALSE
2.06,0.882707350815974,-0.469923113727602,TRUE,FALSE
2.07,0.877964062999078,-0.47872654415872,TRUE,FALSE
2.08,0.873132979507517,-0.487482102334359,TRUE,FALSE
2.09,0.868214583445613,-0.496188912705999,TRUE,FALSE
2.1,0.863209366648874,-0.504846104599857,TRUE,FALSE
2.11,0.858117829634809,-0.513452812303959,TRUE,FALSE
2.12,0.852940481552876,-0.522008175154707,TRUE,FALSE
2.13,0.84767784013357,-0.530511337622945,TRUE,FALSE
2.14,0.842330431636646,-0.538961449399511,TRUE,FALSE
2.15,0.836898790798498,-0.547357665480271,TRUE,FALSE
2.16,0.831383460778683,-0.555699146250612,TRUE,FALSE
2.17,0.825784993105608,-0.56398505756941,TRUE,FALSE
2.18,0.820103947621374,-0.572214570852436,TRUE,FALSE
2.19,0.814340892425796,-0.580386863155222,TRUE,FALSE
2.2,0.80849640381959,-0.588501117255345,TRUE,FALSE
2.21,0.802571066246747,-0.59655652173416,TRUE,FALSE
2.22,0.796565472236087,-0.604552271057929,TRUE,FALSE
2.23,0.790480222342005,-0.612487565658385,TRUE,FALSE
2.24,0.78431592508442,-0.620361612012679,TRUE,FALSE
2.25,0.778073196887921,-0.628173622722739,TRUE,FALSE
2.26,0.771752662020126,-0.635922816594002,TRUE,FALSE
2.27,0.765354952529254,-0.643608418713541,TRUE,FALSE
2.28,0.758880708180922,-0.651229660527546,TRUE,FALSE
2.29,0.752330576394171,-0.658785779918188,TRUE,FALSE
2.3,0.74570521217672,-0.666276021279824,TRUE,FALSE
2.31,0.739005278059471,-0.673699635594561,TRUE,FALSE
2.32,0.732231444030251,-0.681055880507152,TRUE,FALSE
2.33,0.72538438746682,-0.688344020399238,TRUE,FALSE
2.34,0.718464793069126,-0.695563326462902,TRUE,FALSE
2.35,0.711473352790845,-0.702713076773554,TRUE,FALSE
2.36,0.704410765770176,-0.70979255636212,TRUE,FALSE
2.37,0.697277738259938,-0.716801057286543,TRUE,FALSE
2.38,0.690074983556936,-0.723737878702569,TRUE,FALSE
2.39,0.68280322193064,-0.730602326933837,TRUE,FALSE
2.4,0.675463180551151,-0.737393715541245,TRUE,FALSE
2.41,0.668055593416491,-0.744111365391592,TRUE,FALSE
2.42,0.660581201279201,-0.750754604725491,TRUE,FALSE
2.43,0.653040751572265,-0.757322769224543,TRUE,FALSE
2.44,0.645434998334371,-0.763815202077774,TRUE,FALSE
2.45,0.637764702134504,-0.770231254047307,TRUE,FALSE
2.46,0.630030629995892,-0.776570283533293,TRUE,FALSE
2.47,0.622233555319305,-0.782831656638065,TRUE,FALSE
2.48,0.614374257805712,-0.789014747229531,TRUE,FALSE
2.49,0.606453523378315,-0.795118937003784,TRUE,FALSE
2.5,0.598472144103957,-0.801143615546934,TRUE,FALSE
2.51,0.590430918113913,-0.807088180396146,TRUE,FALSE
2.52,0.582330649524082,-0.81295203709989,TRUE,FALSE
2.53,0.574172148354573,-0.818734599277382,TRUE,FALSE
2.54,0.565956230448703,-0.824435288677222,TRUE,FALSE
2.55,0.557683717391417,-0.830053535235222,TRUE,FALSE
2.56,0.549355436427127,-0.835588777131408,TRUE,FALSE
2.57,0.540972220376989,-0.841040460846201,TRUE,FALSE
2.58,0.532534907555622,-0.846408041215775,TRUE,FALSE
2.59,0.524044341687276,-0.851690981486566,TRUE,FALSE
2.6,0.515501371821464,-0.856888753368947,TRUE,FALSE
2.61,0.506906852248053,-0.862000837090064,TRUE,FALSE
2.62,0.498261642411839,-0.867026721445802,TRUE,FALSE
2.63,0.4895666068266,-0.871965903851917,TRUE,FALSE
2.64,0.480822614988649,-0.876817890394281,TRUE,FALSE
2.65,0.472030541289883,-0.881582195878286,TRUE,FALSE
2.66,0.463191264930346,-0.886258343877352,TRUE,FALSE
2.67,0.454305669830306,-0.890845866780576,TRUE,FALSE
2.68,0.445374644541872,-0.895344305839492,TRUE,FALSE
2.69,0.436399082160126,-0.899753211213941,TRUE,FALSE
2.7,0.42737988023383,-0.904072142017061,TRUE,FALSE
2.71,0.418317940675659,-0.90830066635937,TRUE,FALSE
2.72,0.409214169672018,-0.912438361391958,TRUE,FALSE
2.73,0.400069477592419,-0.916484813348769,TRUE,FALSE
2.74,0.390884778898453,-0.92043961758798,TRUE,FALSE
2.75,0.381660992052332,-0.924302378632464,TRUE,FALSE
2.76,0.372399039425056,-0.928072710209332,TRUE,FALSE
2.77,0.363099847204168,-0.931750235288572,TRUE,FALSE
2.78,0.353764345301143,-0.935334586120739,TRUE,FALSE
2.79,0.34439346725839,-0.938825404273736,TRUE,FALSE
2.8,0.334988150155905,-0.942222340668658,TRUE,FALSE
2.81,0.32554933451756,-0.945525055614696,TRUE,FALSE
2.82,0.316077964217054,-0.948733218843107,TRUE,FALSE
2.83,0.306574986383523,-0.951846509540242,TRUE,FALSE
2.84,0.297041351306832,-0.954864616379626,TRUE,FALSE
2.85,0.287478012342545,-0.95778723755309,TRUE,FALSE
2.86,0.277885925816587,-0.960614080800952,TRUE,FALSE
2.87,0.268266050929618,-0.963344863441243,TRUE,FALSE
2.88,0.258619349661111,-0.965979312397975,TRUE,FALSE
2.89,0.248946786673153,-0.968517164228446,TRUE,FALSE
2.9,0.239249329213982,-0.97095816514959,TRUE,FALSE
2.91,0.229527947021265,-0.973302071063348,TRUE,FALSE
2.92,0.219783612225117,-0.975548647581083,TRUE,FALSE
2.93,0.2100172992509,-0.977697670047013,TRUE,FALSE
2.94,0.200229984721771,-0.979748923560684,TRUE,FALSE
2.95,0.190422647361027,-0.981702202998454,TRUE,FALSE
2.96,0.180596267894233,-0.983557313034006,TRUE,FALSE
2.97,0.170751828951146,-0.985314068157884,TRUE,FALSE
2.98,0.160890314967456,-0.986972292696037,TRUE,FALSE
2.99,0.151012712086344,-0.988531820827396,TRUE,FALSE
3,0.141120008059867,-0.989992496600445,TRUE,FALSE
3.01,0.131213192150184,-0.991354173948826,TRUE,FALSE
3.02,0.12129325503063,-0.992616716705937,TRUE,FALSE
3.03,0.11136118868665,-0.993779998618555,TRUE,FALSE
3.04,0.101417986316602,-0.994843903359459,TRUE,FALSE
3.05,0.091464642232437,-0.995808324539061,TRUE,FALSE
3.06,0.081502151760269,-0.996673165716047,TRUE,FALSE
3.07,0.071531511140844,-0.997438340407019,TRUE,FALSE
3.08,0.061553717429913,-0.998103772095146,TRUE,FALSE
3.09,0.051569768398535,-0.998669394237814,TRUE,FALSE
3.1,0.041580662433291,-0.999135150273279,TRUE,FALSE
3.11,0.031587398436454,-0.999500993626328,TRUE,FALSE
3.12,0.021590975726096,-0.999766887712928,TRUE,FALSE
3.13,0.011592393936158,-0.999932805943894,TRUE,FALSE
3.14,0.001592652916487,-0.999998731727539,TRUE,FALSE
3.15,-0.008407247367149,-0.999964658471342,FALSE,FALSE
3.16,-0.018406306933053,-0.999830589582598,FALSE,FALSE
3.17,-0.028403525883604,-0.999596538468086,FALSE,FALSE
3.18,-0.038397904505235,-0.999262528532721,FALSE,FALSE
3.19,-0.048388443368414,-0.998828593177219,FALSE,FALSE
3.2,-0.05837414342758,-0.998294775794753,FALSE,FALSE
3.21,-0.068354006121048,-0.997661129766617,FALSE,FALSE
3.22,-0.078327033470865,-0.996927718456887,FALSE,FALSE
3.23,-0.088292228182608,-0.996094615206081,FALSE,FALSE
3.24,-0.098248593745108,-0.99516190332383,FALSE,FALSE
3.25,-0.108195134530108,-0.994129676080546,FALSE,FALSE
3.26,-0.118130855891817,-0.992998036698093,FALSE,FALSE
3.27,-0.12805476426638,-0.991767098339465,FALSE,FALSE
3.28,-0.137965867271227,-0.990436984097473,FALSE,FALSE
3.29,-0.147863173804319,-0.989007826982433,FALSE,FALSE
3.3,-0.157745694143248,-0.987479769908865,FALSE,FALSE
3.31,-0.167612440044218,-0.985852965681203,FALSE,FALSE
3.32,-0.17746242484086,-0.984127576978514,FALSE,FALSE
3.33,-0.187294663542903,-0.982303776338232,FALSE,FALSE
3.34,-0.19710817293467,-0.980381746138899,FALSE,FALSE
3.35,-0.206901971673399,-0.978361678581934,FALSE,FALSE
3.36,-0.21667508038738,-0.97624377567241,FALSE,FALSE
3.37,-0.226426521773883,-0.974028249198852,FALSE,FALSE
3.38,-0.236155320696897,-0.971715320712062,FALSE,FALSE
3.39,-0.245860504284637,-0.969305221502961,FALSE,FALSE
3.4,-0.255541102026831,-0.966798192579461,FALSE,FALSE
3.41,-0.265196145871773,-0.964194484642366,FALSE,FALSE
3.42,-0.274824670323124,-0.961494358060299,FALSE,FALSE
3.43,-0.284425712536462,-0.958698082843669,FALSE,FALSE
3.44,-0.293998312415568,-0.955805938617666,FALSE,FALSE
3.45,-0.303541512708429,-0.952818214594305,FALSE,FALSE
3.46,-0.31305435910297,-0.949735209543496,FALSE,FALSE
3.47,-0.322535900322479,-0.946557231763177,FALSE,FALSE
3.48,-0.331985188220734,-0.943284599048476,FALSE,FALSE
3.49,-0.341401277876821,-0.939917638659938,FALSE,FALSE
3.5,-0.35078322768962,-0.936456687290796,FALSE,FALSE
3.51,-0.360130099471968,-0.932902091033304,FALSE,FALSE
3.52,-0.369440958544477,-0.929254205344123,FALSE,FALSE
3.53,-0.378714873828998,-0.925513395008784,FALSE,FALSE
3.54,-0.38795091794173,-0.921680034105203,FALSE,FALSE
3.55,-0.39714816728596,-0.917754505966276,FALSE,FALSE
3.56,-0.406305702144417,-0.913737203141545,FALSE,FALSE
3.57,-0.415422606771246,-0.909628527357945,FALSE,FALSE
3.58,-0.424497969483583,-0.90542888947963,FALSE,FALSE
3.59,-0.433530882752718,-0.901138709466889,FALSE,FALSE
3.6,-0.442520443294852,-0.896758416334147,FALSE,FALSE
3.61,-0.451465752161423,-0.892288448107068,FALSE,FALSE
3.62,-0.460365914828998,-0.88772925177875,FALSE,FALSE
3.63,-0.469220041288727,-0.883081283265026,FALSE,FALSE
3.64,-0.478027246135343,-0.878345007358874,FALSE,FALSE
3.65,-0.486786648655699,-0.873520897683938,FALSE,FALSE
3.66,-0.495497372916845,-0.868609436647165,FALSE,FALSE
3.67,-0.504158547853611,-0.863611115390566,FALSE,FALSE
3.68,-0.512769307355723,-0.858526433742102,FALSE,FALSE
3.69,-0.521328790354407,-0.8533559001657,FALSE,FALSE
3.7,-0.529836140908493,-0.848100031710408,FALSE,FALSE
3.71,-0.538290508290018,-0.842759353958694,FALSE,FALSE
3.72,-0.546691047069287,-0.83733440097388,FALSE,FALSE
3.73,-0.555036917199424,-0.831825715246746,FALSE,FALSE
3.74,-0.56332728410037,-0.826233847641272,FALSE,FALSE
3.75,-0.571561318742344,-0.820559357339561,FALSE,FALSE
3.76,-0.579738197728743,-0.814802811785913,FALSE,FALSE
3.77,-0.587857103378483,-0.808964786630085,FALSE,FALSE
3.78,-0.595917223807764,-0.803045865669731,FALSE,FALSE
3.79,-0.603917753011261,-0.797046640792012,FALSE,FALSE
3.8,-0.611857890942719,-0.790967711914417,FALSE,FALSE
3.81,-0.619736843594963,-0.784809686924768,FALSE,FALSE
3.82,-0.627553823079293,-0.778573181620433,FALSE,FALSE
3.83,-0.635308047704276,-0.772258819646744,FALSE,FALSE
3.84,-0.642998742053909,-0.765867232434637,FALSE,FALSE
3.85,-0.650625137065167,-0.759399059137508,FALSE,FALSE
3.86,-0.658186470104905,-0.752854946567295,FALSE,FALSE
3.87,-0.665681985046119,-0.746235549129803,FALSE,FALSE
3.88,-0.673110932343562,-0.739541528759258,FALSE,FALSE
3.89,-0.680472569108694,-0.732773554852121,FALSE,FALSE
3.9,-0.687766159183974,-0.72593230420014,FALSE,FALSE
3.91,-0.694990973216472,-0.719018460922681,FALSE,FALSE
3.92,-0.702146288730805,-0.71203271639831,FALSE,FALSE
3.93,-0.709231390201386,-0.704975769195658,FALSE,FALSE
3.94,-0.716245569123971,-0.697848325003564,FALSE,FALSE
3.95,-0.723188124086512,-0.690651096560508,FALSE,FALSE
3.96,-0.7300583608393,-0.683384803583336,FALSE,FALSE
3.97,-0.736855592364383,-0.676050172695292,FALSE,FALSE
3.98,-0.743579138944275,-0.668647937353351,FALSE,FALSE
3.99,-0.750228328229919,-0.66117883777488,FALSE,FALSE
4,-0.756802495307928,-0.653643620863612,FALSE,FALSE
4.01,-0.763300982767073,-0.646043040134959,FALSE,FALSE
4.02,-0.769723140764024,-0.63837785564066,FALSE,FALSE
4.03,-0.776068327088332,-0.630648833892775,FALSE,FALSE
4.04,-0.782335907226653,-0.622856747787041,FALSE,FALSE
4.05,-0.788525254426195,-0.615002376525574,FALSE,FALSE
4.06,-0.794635749757397,-0.607086505538955,FALSE,FALSE
4.07,-0.800666782175818,-0.599109926407685,FALSE,FALSE
4.08,-0.806617748583241,-0.591073436783031,FALSE,FALSE
4.09,-0.812488053887984,-0.582977840307259,FALSE,FALSE
4.1,-0.81827711106441,-0.574823946533269,FALSE,FALSE
4.11,-0.823984341211625,-0.566612570843644,FALSE,FALSE
4.12,-0.829609173611371,-0.55834453436911,FALSE,FALSE
4.13,-0.835151045785093,-0.550020663906425,FALSE,FALSE
4.14,-0.840609403550194,-0.541641791835699,FALSE,FALSE
4.15,-0.845983701075446,-0.533208756037155,FALSE,FALSE
4.16,-0.851273400935574,-0.524722399807346,FALSE,FALSE
4.17,-0.856477974165001,-0.516183571774825,FALSE,FALSE
4.18,-0.861596900310741,-0.507593125815277,FALSE,FALSE
4.19,-0.866629667484444,-0.498951920966141,FALSE,FALSE
4.2,-0.871575772413588,-0.490260821340699,FALSE,FALSE
4.21,-0.876434720491801,-0.481520696041674,FALSE,FALSE
4.22,-0.881206025828325,-0.47273241907431,FALSE,FALSE
4.23,-0.885889211296602,-0.463896869258981,FALSE,FALSE
4.24,-0.890483808581988,-0.455014930143305,FALSE,FALSE
4.25,-0.894989358228584,-0.446087489913793,FALSE,FALSE
4.26,-0.899405409685178,-0.437115441307028,FALSE,FALSE
4.27,-0.903731521350305,-0.428099681520394,FALSE,FALSE
4.28,-0.907967260616405,-0.419041112122356,FALSE,FALSE
4.29,-0.91211220391308,-0.409940638962306,FALSE,FALSE
4.3,-0.916165936749455,-0.400799172079975,FALSE,FALSE
4.31,-0.920128053755624,-0.391617625614436,FALSE,FALSE
4.32,-0.923998158723188,-0.38239691771268,FALSE,FALSE
4.33,-0.927775864644875,-0.373137970437818,FALSE,FALSE
4.34,-0.931460793753243,-0.363841709676858,FALSE,FALSE
4.35,-0.935052577558449,-0.354509065048132,FALSE,FALSE
4.36,-0.938550856885108,-0.345140969808323,FALSE,FALSE
4.37,-0.941955281908201,-0.335738360759151,FALSE,FALSE
4.38,-0.945265512188063,-0.326302178153683,FALSE,FALSE
4.39,-0.948481216704426,-0.316833365602318,FALSE,FALSE
4.4,-0.951602073889516,-0.30733286997842,FALSE,FALSE
4.41,-0.954627771660216,-0.297801641323633,FALSE,FALSE
4.42,-0.957558007449271,-0.288240632752882,FALSE,FALSE
4.43,-0.960392488235543,-0.278650800359055,FALSE,FALSE
4.44,-0.963130930573316,-0.2690331031174,FALSE,FALSE
4.45,-0.965773060620639,-0.259388502789626,FALSE,FALSE
4.46,-0.968318614166707,-0.249717963827731,FALSE,FALSE
4.47,-0.970767336658288,-0.24002245327755,FALSE,FALSE
4.48,-0.973118983225174,-0.230302940682059,FALSE,FALSE
4.49,-0.975373318704667,-0.220560397984419,FALSE,FALSE
4.5,-0.977530117665097,-0.21079579943078,FALSE,FALSE
4.51,-0.979589164428367,-0.20101012147286,FALSE,FALSE
